Field_Name,Tooltip,Field_Type,Needs_Review,Confidence,Part,Part_Num,Line,Subline,Base_Field_Type,Position,Domains,Personas,Biographical_Subcategories
Pt6Line4_MobileNumber[0],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. Petitioner's Contact Information. 4. Enter Petitioner's Mobile Telephone Number, if any.",MobileNumber,False,2.0,Part 6,6,Line 4,,MobileNumber,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt6Line5_Email[0],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. Petitioner's Contact Information. 5. Enter Petitioner's Email Address, if any.",Email,False,2.0,Part 6,6,Line 5,,Email,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt6Line6b_DateofSignature[0],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. Petitioner's Signature. 6. B. Enter Date of Signature. Enter as 2 digit month, 2 digit day and 4 digit year.",DateofSignature,False,2.0,Part 6,6,Line 6,b,DateofSignature,0,office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line1a_InterpreterFamilyName[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Provide the following information about the interpreter if you used one. Interpreter's Full Name. 1. A. Enter Interpreter's Family Name (Last Name).",InterpreterFamilyName,False,2.0,Part 7,7,Line 1,a,InterpreterFamilyName,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt7Line1b_InterpreterGivenName[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Full Name. 1. B. Enter Interpreter's Given Name (First Name).",InterpreterGivenName,False,2.0,Part 7,7,Line 1,b,InterpreterGivenName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt7Line2_InterpreterBusinessorOrg[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Full Name. 2. Enter Interpreter's Business or Organization Name, if any.",InterpreterBusinessorOrg,False,2.0,Part 7,7,Line 2,,InterpreterBusinessorOrg,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt7Line3_AptSteFlrNumber[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. B. Enter Apartment, Suite or Floor Number.",AptSteFlrNumber,False,2.0,Part 7,7,Line 3,,AptSteFlrNumber,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_CityOrTown[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. C. Enter City or Town.",CityOrTown,False,2.0,Part 7,7,Line 3,,CityOrTown,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_Country[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. H. Enter Country.",Country,False,2.0,Part 7,7,Line 3,,Country,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_PostalCode[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. G. Enter Postal Code.",PostalCode,False,2.0,Part 7,7,Line 3,,PostalCode,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_Province[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. F. Enter Province.",Province,False,2.0,Part 7,7,Line 3,,Province,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_State[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. D. Select State from List of States.",State,False,2.0,Part 7,7,Line 3,,State,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_StreetNumberName[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. A. Enter Street Number and Name.",StreetNumberName,False,2.0,Part 7,7,Line 3,,StreetNumberName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt7Line3_Unit[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. B. Select Apartment.",Unit,False,2.0,Part 7,7,Line 3,,Unit,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_Unit[1],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. B. Select Suite.",Unit,False,2.0,Part 7,7,Line 3,,Unit,1,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_Unit[2],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. B. Select Floor.",Unit,False,2.0,Part 7,7,Line 3,,Unit,2,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line3_ZipCode[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. E. Enter Zip Code.",ZipCode,False,2.0,Part 7,7,Line 3,,ZipCode,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line4_InterpreterDaytimeTelephone[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 4. Enter Interpreter's Daytime Telephone Number.",InterpreterDaytimeTelephone,False,2.0,Part 7,7,Line 4,,InterpreterDaytimeTelephone,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line5_Email[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 6. Enter Interpreter's Email Address, if any.",Email,False,2.0,Part 7,7,Line 5,,Email,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt7Line7a_Signature[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Signature. 7. A. Interpreter's Signature. This signature field can not be signed with a digital signature and the signee's name can not be typewritten into this space. This is a protected field. Print and sign in ink.",Signature,False,2.0,Part 7,7,Line 7,a,Signature,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt7Line7b_DateofSignature[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Signature. 7. B. Enter Date of Signature. Enter as 2 digit month, 2 digit day and 4 digit year.",DateofSignature,False,2.0,Part 7,7,Line 7,b,DateofSignature,0,office(2.0),preparer(1.5),contact_info(1.6)
Pt7_NameofLanguage[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Certification. I certify, under penalty of perjury, that: I am fluent in English and (another language), which is the same language provided in Part 6., Item Number 1.b., and I have read to this petitioner in the identified language every question and instruction on this petition and his or her answer to every question. The petitioner informed me that he or she understands every instruction, question, and answer on the petition, including the Petitioner's Declaration and Certification, and has verified the accuracy of every answer. Enter Language.",Pt7_NameofLanguage,False,2.0,Part 7,7,,,Pt7_NameofLanguage,0,office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt8Line1a_PreparerFamilyName[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Provide the following information about the preparer. Preparer's Full Name. 1. A. Enter Preparer's Family Name (Last Name).",PreparerFamilyName,False,2.0,Part 8,8,Line 1,a,PreparerFamilyName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt8Line1b_PreparerGivenName[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Full Name. 1. B. Enter Preparer's Given Name (First Name).",PreparerGivenName,False,2.0,Part 8,8,Line 1,b,PreparerGivenName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt8Line2_BusinessName[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Full Name. 2. Enter Preparer's Business or Organization Name, if any.",BusinessName,False,2.0,Part 8,8,Line 2,,BusinessName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt8Line3_AptSteFlrNumber[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. B. Enter Apartment, Suite or Floor Number.",AptSteFlrNumber,False,2.0,Part 8,8,Line 3,,AptSteFlrNumber,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_CityOrTown[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. C. Enter City or Town.",CityOrTown,False,2.0,Part 8,8,Line 3,,CityOrTown,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_Country[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. H. Enter Country.",Country,False,2.0,Part 8,8,Line 3,,Country,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_PostalCode[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. G. Enter Postal Code.",PostalCode,False,2.0,Part 8,8,Line 3,,PostalCode,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_Province[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. F. Enter Province.",Province,False,2.0,Part 8,8,Line 3,,Province,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_State[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. D. Select State from List of States.",State,False,2.0,Part 8,8,Line 3,,State,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_StreetNumberName[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. A. Enter Street Number and Name.",StreetNumberName,False,2.0,Part 8,8,Line 3,,StreetNumberName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt8Line3_Unit[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. B. Select Apartment.",Unit,False,2.0,Part 8,8,Line 3,,Unit,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_Unit[1],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. B. Select Suite.",Unit,False,2.0,Part 8,8,Line 3,,Unit,1,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_Unit[2],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. B. Select Floor.",Unit,False,2.0,Part 8,8,Line 3,,Unit,2,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line3_ZipCode[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. E. Enter Zip Code.",ZipCode,False,2.0,Part 8,8,Line 3,,ZipCode,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line4_DaytimePhoneNumber[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Contact Information. 4. Enter Preparer's Daytime Telephone Number.",DaytimePhoneNumber,False,2.0,Part 8,8,Line 4,,DaytimePhoneNumber,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line5_PreparerFaxNumber[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Contact Information. 5. Enter Preparer's Mobile Telephone Number, if any.",PreparerFaxNumber,False,2.0,Part 8,8,Line 5,,PreparerFaxNumber,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line6_Email[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Contact Information. 6. Enter Preparer's Email Address, if any.",Email,False,2.0,Part 8,8,Line 6,,Email,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt8Line7_Checkbox[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Statement. 7. A. Select I am not an attorney or accredited representative but have prepared this petition on behalf of the petitioner and with the petitioner's consent.",Checkbox,False,2.0,Part 8,8,Line 7,,Checkbox,0,office(2.0),applicant(2.0); preparer(1.5),contact_info(1.6)
Pt8Line7_Checkbox[1],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the petitioner in this case extends / does not extend beyond the preparation of this petition.",Checkbox,False,2.0,Part 8,8,Line 7,,Checkbox,1,office(2.0),applicant(2.0); preparer(1.5),contact_info(1.6)
Pt8Line7b_Checkbox[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the petitioner in this case extends beyond the preparation of this petition. NOTE: If you are an attorney or accredited representative whose representation extends beyond preparation of this petition, you may be obliged to submit a completed Form G - 28, Notice of Entry of Appearance as Attorney or Accredited Representative, with this petition.",Checkbox,False,2.0,Part 8,8,Line 7,b,Checkbox,0,office(2.0),applicant(2.0); preparer(1.5),contact_info(1.6)
Pt8Line7b_Checkbox[1],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the petitioner in this case does not extend beyond the preparation of this petition.",Checkbox,False,2.0,Part 8,8,Line 7,b,Checkbox,1,office(2.0),applicant(2.0); preparer(1.5),contact_info(1.6)
Pt8Line8a_Signature[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner Preparer's Signature. 8. A. Preparer's Signature. This signature field can not be signed with a digital signature and the signee's name can not be typewritten into this space. This is a protected field. Print and sign in ink.",Signature,False,2.0,Part 8,8,Line 8,a,Signature,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt8Line8b_DateofSignature[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Signature. 8. B. Enter Date of Signature. Enter as 2 digit month, 2 digit day and 4 digit year.",DateofSignature,False,2.0,Part 8,8,Line 8,b,DateofSignature,0,office(2.0),preparer(1.5),contact_info(1.6)
Pt9Line3a_PageNumber[0],Part 9. Additional Information. 3. A. Enter Page Number.,PageNumber,False,0.0,Part 9,9,Line 3,a,PageNumber,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt9Line3b_PartNumber[0],Part 9. Additional Information. 3. B. Enter Part Number.,PartNumber,False,0.0,Part 9,9,Line 3,b,PartNumber,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt9Line3c_ItemNumber[0],Part 9. Additional Information. 3. C. Enter Item Number.,ItemNumber,False,0.0,Part 9,9,Line 3,c,ItemNumber,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt9Line3d_AdditionalInfo[0],Part 9. Additional Information. 3. D. Enter Additional Information.,AdditionalInfo,False,0.0,Part 9,9,Line 3,d,AdditionalInfo,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt9Line4a_PageNumber[0],Part 9. Additional Information. 4. A. Enter Page Number.,PageNumber,False,0.0,Part 9,9,Line 4,a,PageNumber,0,unknown(0.0),unknown(0.0),unknown(0.0)
